logFC logCPM LR PValue
CDK11B -0.211334441146239 6.37523810989481 14.4427074923662 0.000144488226726853
LOC101015749 -0.0346555939876093 4.4230732556558 0.419271421949873 0.517300814571903
SLC35E2B -0.0164713671754306 2.68739178534918 0.0139275038894766 0.906055894636774
NADK -0.210566086285922 6.84987513195831 9.54828818904338 0.00200135975208405
GNB1 0.128150458823825 6.98302566876279 12.8328693031696 0.000340583072684769
CALML6 -0.331476028367831 1.4069919995721 6.94957871856451 0.00838389741678672
TMEM52 -2.72360787949505 7.07732799111476 175.151843007794 5.54687208354252e-40
CFAP74 0.869297487679043 -0.808459821890977 16.7734360525704 4.21188122814912e-05
LOC116273824 0.643177881099025 -1.42635639547247 5.97827110190542 0.0144831930224931
PRKCZ -0.0636055342993365 3.717147876829 0.150195630797043 0.698348476591523
LOC101020735 -0.0179482446649757 1.06634348552161 0.041546511357808 0.838486650352618
FAAP20 -0.0184939485118252 2.35280021112744 0.0503938896636669 0.82237928849638
LOC103886885 -0.205176379678152 0.19036481132213 1.09680664053406 0.294967982822455
SKI -0.106090012091409 5.99107580761131 5.47185579853863 0.0193250943982864
MORN1 -0.409365719159769 0.983539812746646 9.38802421261335 0.00218407462317639
RER1 -0.16945256077611 6.19905689857594 24.3694110373075 7.95213996545868e-07
PEX10 -0.151310890906012 5.24242723073034 19.4606381372146 1.02694267218453e-05
PLCH2 0.482397288733066 1.82290225318833 5.14044439009524 0.023374664094219
PANK4 -0.111225644156225 4.93734863747887 3.93000578278787 0.0474317812151736
TNFRSF14 0.430540252061349 4.24597903681782 18.2847400217204 1.90224891683982e-05
PRXL2B -0.175663162634454 2.04254620168377 4.15589538017957 0.0414898324569278
LOC116268914 5.27233670394071 0.925490508208959 236.179973952414 2.67712750158311e-53
PRDM16 2.58348511396085 0.150819459089583 150.592458254855 1.2866609012069e-34
MEGF6 0.0879218268992491 2.86572162183501 0.372175112695345 0.541821026082635
LOC116269088 0.19935508788027 0.125268767106191 2.77383273790883 0.0958164854671604
TPRG1L -0.0595165000251441 6.71059447503441 1.22932926703311 0.267537519319805
WRAP73 -0.102768800490815 3.51815064585501 6.1412752301913 0.0132062040487209
TP73 0.0190297280515095 -0.046211461604519 0.0124151166668298 0.911280809325703
LOC100999962 -0.292218054887402 4.45374796875647 18.1710151160848 2.01928768236287e-05
SMIM1 -0.0402606728629561 1.90435922505133 0.123945177789665 0.724794400874897
LRRC47 -0.166269418514932 6.53497902895664 18.3931638555917 1.79701536994052e-05
CEP104 -0.086747133160926 3.74577243309632 2.5675325565179 0.10907774973199
DFFB -0.205288255122479 1.48542501235619 7.58694688028186 0.00587924350869247
C1H1orf174 -0.105000522247126 3.07874760195525 5.57959808726093 0.018170892262185
LOC103888364 -0.283769032422298 2.80048020040674 8.16531765839238 0.00426989948453571
AJAP1 0.712260154626291 -0.129180517766056 25.3268889433765 4.83915660763264e-07
NPHP4 -0.281493990097437 4.03891438246776 5.90563190661237 0.0150925504318343
KCNAB2 0.999048183907472 3.42262153357689 93.0579091825847 5.07864033173682e-22
CHD5 0.023188152812976 -0.441485717257069 0.0153738152445158 0.901322250445987
LOC103876127 -0.011766035026515 -1.92533950132343 0.000712175271075921 0.978709691241956
RPL22 -0.0888702077736293 8.08653564129195 4.11536700407987 0.0424953040193297
RNF207 0.747819860484598 4.0281622157557 24.1329611028834 8.99081493658719e-07
ICMT -0.0969441968620015 4.7537696463761 3.64218066499859 0.0563331046570774
GPR153 0.566477218203655 2.16131868329753 25.7079607765046 3.97185267071098e-07
ACOT7 0.0304274226532492 3.56327729945618 0.18278830590782 0.668987884383193
HES2 0.0819210400323788 1.54947602263365 0.139991451620858 0.708289510682766
ESPN -0.210354486793199 3.94874262429363 0.401261126179406 0.526438676541494
TNFRSF25 0.235698236561318 3.31210644138305 4.72443984504503 0.0297368676525596
PLEKHG5 0.123986457941076 4.31367634685771 1.67276294036145 0.195888869726478
NOL9 -0.0674854286087061 2.29464443317521 0.423772657815618 0.515060539125204
TAS1R1 -0.0226989341735689 -1.04505715377633 0.0212570920573398 0.884080759359381
ZBTB48 -0.180248014999637 4.55895134818754 9.12215459139475 0.00252532360629988
KLHL21 0.110779137018348 5.71413144538266 1.6609085435876 0.197480698773737
PHF13 0.192062370208635 3.88068558652414 12.6524091287977 0.000375082028781167
THAP3 -0.0886888270969032 3.8026371435756 2.85244789084499 0.0912349251204183
DNAJC11 -0.0608731002903011 5.76959451472554 2.03603043688457 0.153610051574548
CAMTA1 -0.172348316614292 3.03572304188312 5.84685022181964 0.0156049574492367
LOC108585018 -0.198236995039812 3.52693160030953 7.30764720533989 0.00686617689573842
VAMP3 0.113967691244026 6.68713878616938 3.00633805630662 0.0829394692120516
PER3 -0.360303004290711 5.56680429903084 20.1210669775 7.26915645980482e-06
TNFRSF9 0.144549376400685 -1.14384754731242 0.820339370150009 0.365080960670262
PARK7 -0.222879321371469 6.99624730340933 14.7736992533609 0.000121214384350718
ERRFI1 -0.0804676910462404 7.53820327315398 0.28105720670419 0.596009121873607
LOC103877464 -0.492882495597348 -1.94796264832861 3.62635776929937 0.0568711488682432
LOC110742806 -0.254694444126525 1.40163124726551 0.298803548951582 0.584633462058227
LOC103877483 -0.319968506803306 1.02329986691686 1.00112503609165 0.317038435110548
LOC103877559 -0.0832713663271034 0.844050145301347 0.0596970662995204 0.806975381670899
SLC45A1 0.426850213798439 0.84032239794418 16.956482863022 3.82464916887481e-05
RERE -0.047670602795788 7.38325229069065 0.771107719505721 0.379874588445092
LOC116274123 -0.337363340236437 3.29210783661536 8.29242516261741 0.00398107867229848
ENO1 -0.0417712964593511 6.69554084507287 0.388048239404213 0.533327118127969
CA6 0.58562803284061 -1.04924671324167 7.44876359850423 0.00634800400929747
SLC2A5 -0.445639543451092 5.87336832799577 4.51953171728758 0.0335100021605818
GPR157 -2.3886805395193 7.06303222604563 137.820247533772 7.97812979979733e-32
H6PD -0.116727724424253 7.51340884902441 1.94158109532185 0.163496964042829
SPSB1 -0.109260040767815 3.95173357819178 1.82944675956287 0.176192905459893
LOC103878191 -0.152404565709124 3.90597348224752 4.1323584969694 0.0420706783405341
LOC103878268 -0.187136234601787 0.393278164350404 1.86829578845891 0.171670392650229
LOC103878296 -0.271722084814109 -0.151322911090979 3.31721976039933 0.0685576767060131
SLC25A33 -0.119098118409295 4.48483787364834 1.53477467006371 0.215397263946658
TMEM201 -0.103284779119572 4.1742548379975 1.29801128982717 0.25457680414152
PIK3CD 0.865095083801656 3.32870430045439 57.075660735677 4.19363699539402e-14
CLSTN1 0.644030968361104 6.62727116268349 60.7143703275769 6.59866829387728e-15
CTNNBIP1 0.0726990156249349 5.04629285926293 1.16668694319873 0.280083031662901
LZIC 0.0144281617509755 4.16048490045797 0.0773087886278745 0.780978137316174
NMNAT1 -0.0981011880342039 2.87821510229365 0.770601102976684 0.380031160532427
RBP7 0.788781000354437 5.0040078900865 20.3807777148373 6.34640847554497e-06
UBE4B -0.15279111685921 6.03304332415084 11.0982650996552 0.000864085161734475
KIF1B -0.50140809597167 7.74346586473109 42.8313827110397 5.96672323205e-11
PGD 0.182277392588819 5.93059752383482 3.5802491545906 0.0584703809525737
CENPS -0.0651592661447553 1.61965922079755 0.813829472965381 0.366990482487902
DFFA -0.120290055798817 4.34432160546818 3.32640760991745 0.0681756318616227
CORT 0.0559844489034019 0.205926913674718 0.173850567720024 0.676712116167233
PEX14 -0.185528757697664 4.94409932941119 18.7400919682395 1.4979964021569e-05
LOC103878866 -0.237703688741161 2.36679978335245 1.93983705211213 0.163686227821387
CASZ1 0.38708822605155 3.96595441925728 6.34793976936749 0.0117517697418582
C1H1orf127 0.240438552519144 1.27709240343277 1.02401592950105 0.31156830974381
TARDBP -0.187108266268935 7.29368458753149 40.6557736575117 1.81550022752814e-10
MASP2 -0.26418926913487 7.78216823664442 0.25128222831313 0.616173664762298
SRM -0.299207382536634 5.5234575513006 24.5867043751967 7.10401976911181e-07
EXOSC10 -0.0927855235075293 5.42777949214265 8.61548296408625 0.0033331740458835
MTOR -0.121186371246788 6.21389175809371 5.61633864484349 0.0177937839751769
ANGPTL7 1.20120131086734 3.34617525260667 10.1171797460337 0.00146893602092408
UBIAD1 -0.173234100928959 3.77669057986349 5.87887224209612 0.0153236336511635
FBXO2 0.209570860048511 0.495973992263436 1.91546006801946 0.16635800473078
FBXO44 0.242776435768317 3.95695081648249 10.0821749426993 0.00149710516767194
FBXO6 0.0466082170476203 3.15939722239256 0.909982778190511 0.34011898821174
MAD2L2 -0.108641138387808 4.59825474349256 3.80043515022419 0.0512392648795764
AGTRAP 0.0376225695956957 5.01673686795758 0.33262013318739 0.564120316629061
C1H1orf167 -1.15116358791031 0.906883830004128 26.6853343664428 2.39431926894833e-07
MTHFR -0.0224406155292001 3.91420557559081 0.106106325322173 0.744621335898625
CLCN6 -0.118428484156497 4.83718670128788 4.937902402708 0.0262739031931636
KIAA2013 -0.104403203791572 6.21322045757068 7.70052410326434 0.00552047936204482
PLOD1 -0.0112063957028647 6.03455873213882 0.0744222691604364 0.785003536947688
MFN2 -0.0268057085564749 8.00391325848564 0.0919209141283659 0.761749168807195
MIIP -0.131082911926697 3.58143527737072 2.20753535312838 0.13733793235403
TNFRSF8 1.81604327569058 -0.979458905462536 52.5642158689466 4.16407662652898e-13
TNFRSF1B 0.591309167666361 5.79101549950352 92.6734548970938 6.1675292698279e-22
VPS13D -0.0506365677537498 6.03720095639867 1.80790438702525 0.178759822957366
DHRS3 -0.00577198923726947 7.19828094023275 0.00892153037648313 0.924748638340059
LRRC38 -5.03001054126601 4.22461986923304 191.89895953567 1.22416443472367e-43
PDPN 0.0575554319996167 4.28041231551406 0.0780260995657045 0.77999041705867
PRDM2 0.0159986252225882 4.89019985853787 0.083727789869954 0.772307778803474
KAZN 0.194870343768183 3.67413328018693 3.54400108818868 0.059761140571649
TMEM51 0.702901893451927 2.95924665456409 53.4504524247654 2.65197787565094e-13
FHAD1 -0.110263970436426 1.57082517057704 0.445366350806808 0.504543653941167
EFHD2 -0.121070235333469 3.11579380562962 1.00328510831514 0.316516911349613
LOC101027045 0.222714363283376 -1.25172384806119 0.328696493724408 0.566427649738129
CASP9 -0.227376166318309 4.42712452872581 11.6484496904662 0.00064256063220571
DNAJC16 -0.195174935460264 3.50035230680055 11.1607507720415 0.000835461060756881
AGMAT -0.452050684511448 6.90341534075225 11.8145264326538 0.000587703787361677
DDI2 -0.237447616752412 6.59056326989471 15.6846535943774 7.48288547185852e-05
PLEKHM2 -0.247129176030685 7.47399079231984 14.8138202764152 0.000118662699509358
SLC25A34 -0.948513743487463 5.04971624921115 56.1247187399317 6.80165871709441e-14
TMEM82 -0.233297591314973 4.75492134146457 1.10193222732937 0.293842451929752
FBLIM1 0.445638904537361 3.69713534863277 23.4936830964251 1.25324571843314e-06
SPEN -0.196145776104805 6.07510534185852 22.4684206757928 2.13626926865278e-06
ZBTB17 -0.0988941139777764 4.53106220641527 5.55079800092113 0.0184722633649736
HSPB7 1.52257573674919 8.72960291417482 12.7898678206208 0.000348501742235415
FAM131C 0.7734100192346 0.241287581822937 9.9872520767201 0.0015762765387928
EPHA2 0.249067657443803 4.32790305920522 7.68721370278791 0.005561342098175
ARHGEF19 0.274048952919596 3.00995659865628 12.1352792939838 0.000494768582277682
LOC110742925 0.148573103856565 0.134255667539983 0.564143222605708 0.452595675492904
CPLANE2 0.233990620380945 1.36671027122036 7.21186499251087 0.00724232009019751
FBXO42 -0.0607644427938053 4.90191583835997 1.85035425123152 0.173742198466631
SZRD1 -0.0220547317866401 6.9474111944395 0.252784990839928 0.61512087085278
NECAP2 0.33181698109121 5.26732598388829 39.127087735648 3.970961468239e-10
LOC100998646 -0.23330741124052 2.95876160219836 7.96721068683524 0.00476322812600931
MFAP2 0.36659672000044 4.01131799256371 10.2702122142226 0.00135195251404735
ATP13A2 0.130301420346905 5.70211503313728 5.94083024984502 0.0147940481604068
SDHB -0.264532187741403 7.27378574255078 16.7648640632867 4.23095171881474e-05
PADI2 -3.55324869109762 9.07776418306761 202.030444596486 7.52929552699382e-46
PADI4 0.860526808169361 0.132583678723268 10.259109905738 0.00136011286624326
RCC2 0.0399582440949645 5.30404749513178 0.533660032059629 0.465072157538413
ARHGEF10L -0.244928570476157 6.46238477421807 21.5620214904446 3.42568631496084e-06
LOC110742975 -0.0975506623655117 -0.929575262485941 0.250875970250036 0.616458954196033
ACTL8 -0.948965139418594 -1.98934564152298 6.27548954556659 0.0122419296135608
KLHDC7A 0.73377328576838 1.60598970675475 6.40608313962798 0.0113730024710476
ALDH4A1 -0.0978123619557286 7.39865846782019 0.769409330359622 0.380399842742294
IFFO2 0.237872411026564 3.45825223385161 6.55195095277242 0.0104769217266246
UBR4 -0.141135989477555 6.91853012073185 11.3417233920424 0.000757849626366816
EMC1 -0.140619366144575 5.52652323270315 10.5447735816635 0.00116517095074487
MRTO4 -0.179509584154018 4.3447240049052 12.2775442587725 0.000458441227068708
LOC101009567 -0.324410896511725 7.62808833334178 0.269692743949065 0.603537956711451
LOC101009235 -0.330626761384867 7.2624364421557 0.479814084170698 0.48850654091778
LOC101010515 -0.0110183009127106 5.53712412110495 0.0191594006847708 0.889910477480669
SLC66A1 -0.00707164563041212 3.08100971325156 0.00931778270643235 0.92310071073555
CAPZB -0.127503190725531 7.4517324180006 7.19754760332745 0.00730032769046703
MICOS10 -0.197429181238671 4.46928792965567 5.13904691414768 0.0233934876653492
LOC103882066 -0.137733230862367 -1.51158049766451 0.577954666291816 0.447115145000471
NBL1 0.368001679734792 5.74160524014711 7.71238094912098 0.00548433688485272
TMCO4 0.104091175259342 3.12905073197939 2.1758305319845 0.14019381358866
RNF186 1.13650490060589 -0.158291201828748 15.3265948365756 9.04343684492337e-05
PLA2G5 0.107863995957356 3.00773280405213 0.240344530809011 0.623957387159928
PLA2G2D 2.10374713384788 3.01064547106427 42.1751549124349 8.34535447892903e-11
PLA2G2F 0.117875398302577 -0.0348533324195063 0.215468103291869 0.642514906850852
CAMK2N1 -0.0860236950064138 5.03534704750894 0.636889519082388 0.424839396862595
MUL1 0.0615777367717113 4.2872981387741 1.90390713891713 0.16764163713412
FAM43B 0.541432919641855 0.0706626035457547 5.00189732134925 0.025319548248888
CDA -0.191525365996828 4.5635943931113 4.44250644356089 0.0350547472330492
PINK1 -0.618508514712021 9.01423354690797 48.2214971105174 3.80691827667431e-12
DDOST -0.0351543478801444 7.42089793689317 0.530353597068824 0.466458237880136
KIF17 0.214039309663982 3.48200197933883 6.64065938626152 0.00996770344735776
SH2D5 -0.0201297226073339 -0.645809844252772 0.0129706183356575 0.909326084808414
HP1BP3 -0.0905235470261113 6.07602496010382 5.7768797822672 0.0162383430646574
EIF4G3 -0.319968047713618 6.74583145177112 15.7349562746715 7.28650963809841e-05
ECE1 -0.104185345093131 5.3150594573303 0.526499501316039 0.4680822711716
LOC108584302 -0.229632582167832 0.909982847321798 2.44981842420452 0.117538463810016
ALPL -0.156253717199638 6.46382946316102 0.744147290549336 0.388335583324486
RAP1GAP 1.93902799311968 0.638430363165276 55.6041850464369 8.86347346742062e-14
USP48 -0.11635960767251 5.51052360423061 17.3309314891019 3.14033461467839e-05
HSPG2 0.772055479593854 8.30958145256937 44.6070457378019 2.40823458844782e-11
LOC103882153 0.507120479989236 -1.26789716881853 2.12620903450795 0.144798482809875
LOC103882166 -0.0408529518361462 1.84383107710983 0.212906582691403 0.644498730551422
CDC42 -0.00409722289190377 6.17734879053998 0.0156111037230175 0.900567565642325
WNT4 -0.448120312488432 3.0114800225688 2.68202219396289 0.101486781843814
ZBTB40 -0.130230012120282 5.30902436378803 6.84810101120775 0.00887355407530051
EPHA8 0.151223885130969 -1.65619610487955 0.266629237822485 0.605601923616429
C1QA 1.28444490074823 5.67230988122744 57.7391313378421 2.99289196134545e-14
C1QC 1.36626015330848 6.04237221780506 64.3711710236789 1.0305506698209e-15
C1QB 1.32021301370594 6.31677331068262 59.0530406125016 1.53478606576074e-14
EPHB2 0.561533000376276 1.54556877297873 9.56974656125658 0.00197810088522727
KDM1A -0.0427144081544999 5.39355969955628 1.7151241542532 0.190321885133823
LUZP1 0.329333463074515 3.53160263818106 26.6013994236339 2.50062559248218e-07
LOC103882269 -0.0289474492982189 2.32438004226435 0.115963519797901 0.733454296023009
HNRNPR 0.158537266806811 5.68887849599033 4.02824276644145 0.0447445233122665
ZNF436 0.0880479199432375 4.57619193429717 1.69848850221229 0.192485766737607
TCEA3 -0.360181054007425 7.36425293796421 16.9140834213406 3.91103313537348e-05
ASAP3 0.171314861825988 5.19897433311639 3.6455889514429 0.0562179174112705
E2F2 0.846161949594883 -1.17716386938942 15.7918635535008 7.07059180380538e-05
ID3 0.237237070087802 5.72900437200269 8.71643139900959 0.00315354718699557
MDS2 0.425943641931326 -0.255678231071612 8.09098368487776 0.00444860103956214
RPL11 -0.050948068018169 8.58030319006789 0.875830008794139 0.349346355768859
ELOA -0.147061421545021 6.81329718951911 6.95946589686883 0.00833769187729454
PITHD1 -0.197658473200453 5.57009212196429 20.3844786666137 6.33414645627147e-06
LYPLA2 -0.0832906952468739 5.52612708426167 3.90992301847024 0.0480017960433504
GALE -0.0361490819632918 4.28311431919318 0.139941372804174 0.708339302604767
HMGCL -0.130465630909831 6.72539453924245 3.92810724144556 0.0474853611564723
FUCA1 0.0425171937401894 6.62772069287495 0.264276909986506 0.607196968509786
PNRC2 -0.00826748244715521 6.58399348990391 0.0309605879037917 0.860328344824479
SRSF10 -0.0489167556447853 4.9206958154411 1.52893881200077 0.216271780023416
MYOM3 0.0331333897233395 6.60928118728808 0.013198626483927 0.908536056407957
IL22RA1 -0.35054320286573 2.60636318331989 1.31729761653946 0.25107762047271
IFNLR1 -0.217608249486216 3.49719614512982 1.24069728327493 0.265336712645894
LOC108585577 -0.1555716572093 3.22492351203965 1.93318520093527 0.164410388785449
GRHL3 -0.118037367776397 1.37499916364985 0.634111004681586 0.425851368001438
STPG1 0.915590367194253 -0.292862619441379 30.7461075115227 2.94093191778131e-08
NIPAL3 0.452279427813755 4.37878925343678 25.1419866719299 5.32605079488614e-07
LOC100999502 0.238487169109678 -1.25760410116331 2.48284385722343 0.115093979468932
NCMAP -0.206904040312336 2.95607260636058 0.78010191606802 0.377109972046059
SRRM1 -0.149758800588982 6.35177673324473 13.9215951711126 0.000190596039712755
CLIC4 0.470651742969463 6.92489874266746 49.2557902832793 2.24669197992143e-12
RUNX3 0.728756903556405 1.95755852189522 30.1071961827728 4.08811403093693e-08
SYF2 -0.0360760398561334 5.0290553708821 0.836164151006074 0.36049613502199
RSRP1 -0.179198994473408 7.16117259805544 5.97867666538605 0.0144798628660869
LOC103882495 0.0307852670910789 1.92351570184937 0.258920759652995 0.610862578603275
TMEM50A 0.00040850707177999 5.62244394502788 0.000124334385702696 0.991103346252179
LOC101000761 0.370274355796007 -1.64327978433863 2.10586444650255 0.146735398512903
MACO1 -0.236189040023249 5.1262881923024 16.8287884751767 4.09079962368087e-05
LDLRAP1 -0.0853572231052114 5.65613742915454 1.85403989223113 0.173314261112338
MAN1C1 -0.00455982109339101 5.3967850020797 0.00167670728632174 0.967337656883718
SELENON 0.433250974662412 6.14776282539512 41.6567802073491 1.08787463655013e-10
MTFR1L -0.171845296546917 6.60179109717326 16.0229584060945 6.25790167024599e-05
PAQR7 -0.134926119678429 3.80487871915807 3.16696833691469 0.075141806196502
STMN1 0.43773249702646 3.50861657865779 14.3952425096242 0.000148176196157704
PAFAH2 -0.139938564907216 3.37410600890731 5.70375128054593 0.0169286941359656
EXTL1 -1.25926374556981 0.520712600451926 13.3314355933318 0.000260993631915535
TRIM63 -0.644709898058983 6.88876124192993 5.40867032774554 0.020036972705071
PDIK1L 0.130602000952643 0.826576561441692 1.00373115380864 0.316409359035956
FAM110D 0.560166913408936 1.45207043630848 19.1196051715117 1.22777195416861e-05
ZNF593 -0.501780348923901 3.95454736628511 22.5230108168003 2.07641342911931e-06
CNKSR1 -1.76853868056181 5.05279525658842 93.4149304256867 4.24039902786699e-22
CATSPER4 -1.77996682100344 1.37119937417477 53.9288293373229 2.07884934866301e-13
CEP85 -0.358414666685373 5.96354098288986 22.71970687044 1.87435721134289e-06
SH3BGRL3 0.24354192270986 5.62999436554721 8.33084265939937 0.00389775735488846
UBXN11 0.7807684486722 0.962022207214324 31.1598816446264 2.37626624254173e-08
CD52 0.787885260710569 4.50032645969402 45.2141326017351 1.76625881179433e-11
CRYBG2 -0.0550138976037466 1.91230582553502 0.0573647576987923 0.810710600293819
ZNF683 0.507145169550768 0.736248017305415 6.70895138535332 0.00959301193513637
DHDDS 0.0280506388632971 4.65966343101862 0.172200428631072 0.678163575737716
HMGN2 -0.11239930888137 5.58082749359042 5.7260530351042 0.0167150097908068
RPS6KA1 0.208934519043592 3.91370362713408 2.98000736378629 0.0842988888697949
ARID1A -0.0297994891612411 6.01612324967359 0.44673575409837 0.503889182699081
PIGV -0.214970652193306 3.71963187322543 10.9339809285799 0.000944164034828563
ZDHHC18 0.241820745784568 1.42823648756928 8.40596129093558 0.00373992581697258
GPN2 -0.163551944483918 2.98745182306114 9.36419922746586 0.00221264643163848
GPATCH3 -0.00698457673562248 3.17159883151511 0.035472334375072 0.850609342698604
NR0B2 -0.155950005620492 5.34791670041293 0.0860469813171107 0.769264072424192
NUDC -0.230707582955982 6.76639999369213 23.0641458322538 1.56685443864996e-06
KDF1 0.111485870626586 0.48950461736819 0.148329306583491 0.700137072618795
TRNP1 0.252027899571291 2.71662552267266 4.74370170614731 0.0294057341337058
TENT5B 0.686631017405656 2.04671418689706 17.6278962006511 2.68619078328911e-05
SLC9A1 0.399698699694388 1.6843982669858 10.3051963101103 0.00132656140569873
WDTC1 -0.123622729410954 6.85877926278678 3.55932497619631 0.059211813195904
TMEM222 -0.166076117596533 5.18245488294751 18.8903368674286 1.38452219607157e-05
SYTL1 0.644800590352541 1.52902375515563 16.5393783006464 4.76501452823915e-05
MAP3K6 -0.102365681108574 5.6160711383215 0.730666658343921 0.392667183903134
FCN3 0.852249266609604 3.59409964412583 36.1742265155124 1.80441261244015e-09
CD164L2 1.85511512830379 -0.720388285144279 47.3446031949202 5.95418238160811e-12
WASF2 0.177180823724024 6.49415495251853 14.436412843475 0.000144971946844392
AHDC1 -0.0117096958325084 5.51614035158857 0.0250679531810647 0.874197853908057
FGR 0.890829692203588 3.8383275757653 65.9047093963837 4.73259498814603e-16
IFI6 -0.116807975594228 7.8012448400763 0.493503154730433 0.482368775126347
FAM76A -0.24941133110691 3.92220920875113 21.7606058279039 3.08877611069804e-06
STX12 -0.00114152612301979 5.08667156219216 0.000678639717079932 0.979216887972692
PPP1R8 0.023727082182707 4.54561455204697 0.838500996911534 0.359825838633862
THEMIS2 0.890170707841986 2.36543761334257 49.705443307158 1.78649584342473e-12
RPA2 -0.103497293714855 4.82556787333646 3.61983698561625 0.0570944673153271
XKR8 -0.070373049187378 2.64472580624158 1.13080046901592 0.287604661809286
EYA3 -0.171163015719952 4.36118073321608 27.9960140467007 1.21565594100829e-07
PTAFR 1.23484168379607 2.19172401979497 76.2433201760549 2.50779530088107e-18
DNAJC8 0.011050282231208 4.97289470567186 0.105430427631404 0.745407741129659
ATP5IF1 -0.320304756995981 7.3003031562895 14.508968005798 0.000139493891702746
SESN2 -0.153380483705839 4.28909339254543 4.57796720082899 0.0323856126531896
LOC101012887 -0.091110612250458 4.37686527055142 2.12291935154758 0.145109716109553
LOC103882919 -0.0442169416075112 2.76457157073815 0.24742902724887 0.618891224567017
LOC116272086 -0.238521443059384 -1.20957688316648 2.73652001003006 0.098078142646368
LOC116272087 0.0448189986107734 -1.22365756990348 0.0979437988438576 0.754311249592168
RCC1 -0.154826017794547 4.11452407824252 8.03624154673702 0.00458505725032648
TRNAU1AP 0.017162542796884 3.38994678006428 0.0929672321378803 0.760438291318603
LOC101013261 0.02890557615546 2.40364727933656 0.112144762663547 0.737715442587101
LOC116272422 -0.129879948464073 -0.971090758456375 0.758141299146018 0.383910824948354
LOC116272308 -0.124764739669631 -1.17856740754263 0.875086391154809 0.349551018481849
RAB42 0.786916466010793 1.60773169963014 51.3514292514565 7.72257591314998e-13
TAF12 -0.107334261677498 4.31288613532053 6.53408842920373 0.0105826441426772
LOC103882972 -0.889966987605813 0.277477350619406 22.5199193867458 2.07975766736375e-06
